source_file|year|constituency|category|sn|record_text|page|extraction_method
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|19|MIYOBA CHOOLWE MAGOYE NGWEZI FEMALE CHIKUNI GIRLS SECONDARY|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|20|NGOMA LUYANDO MAGOYE NGWEZI FEMALE CHIKUNI GIRLS SECONDARY|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|21|SIAKAMINI PATRICIA MAGOYE NACHIPOMA FEMALE 10 CHIKUNI GIRLS SECONDARY|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|22|NG'ANDU KELVIN MAGOYE MUSUMA MALE 10 CHINKANTA SECONDARY SCHOOL|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|23|CHILALA DAINESS MAGOYE NKONKOLA FEMALE 12 CHIPEPO SECONDARY|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|24|HALUMBA DORIS DAISY MAGOYE NACHIPOOMA FEMALE 10 CHIPEPO SECONDARY SCHOOL|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|25|MUCHIMBA LUIG[ MAGOYE NKONKOLA MALE 10 CHIPEPO SECONDARY SCHOOL|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|26|HANSUNA MERITY MAGOYE MUNJILE FEMALE 10 CHOONGO INCLUSIVE SCHOOL|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|27|"|MUNSAKA MIZINGA MAGOYE MUNJILE MALE 12 CHOONGO INCLUSIVE SCHOOL"|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|28|NZOOMBE OSWELL MAGOYE MUNJILE MALE 10 CHOONGO INCLUSIVE SCHOOL|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|29|MWEEMBA MARTHA MAGOYE CHIVUNA FEMALE 10 CHOONGO PRIMARY SECONDARY SCHO(|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|30|MIYOBA TRYINAH MAGOYE MUNJILE FEMALE 11 CHOONGO SECONDARY SCHOOL FEMALE MBM|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|31|MACHILA ANNA MAGOYE NGWEZI SECONDAR MSCHOQL Jexbo|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|32|MILIMQ EDAH MAGOYE NGWEZI FEMALE Ruo M +! HiwoBECONDARY SHOQI|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|33|NCHIMUNYA OLIPAH MAGOYE KALAMA FEMALE 12 SCHOQL LJEMBOSECONDULY JAN 0 8 CLERK TOWN THE 670022, OF BOX OFFICE P.o. MAZABUKA|0|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|34|CHEELO JOASH MAGOYE CHIVUNA MALE JEMBO SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|35|SIAMAKUNI KELVIN MAGOYE NGWEZI MALE 10 JEMBO SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|36|"|HANKAMBE JANE MAGOYE KALAMA FEMALE KALOMO SECONDARY SCHOOL"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|37|/KAMWAYA NKOMBO MAGOYE NGWEZI FEMALE KASENGA GIRLS SECONDARY|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|38|MICHELO CECILIA MAGOYE KALAMA FEMALE KASENGA GIRLS SECONDARY|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|39|CHOONGO BETTY MAGOYE KALAMA FEMALE KASENGA GIRLS SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|40|MWIINGA NANCY MAGOYE MUSUMA FEMALE KASENGA GIRLS SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|41|LWIITO HAMISAKO MAGOYE CHIVUNA FEMALE 10 KAUMBA SECONDARY|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|42|CHUULA BRIAN MAGOYE CHIVUNA MALE 10 KAUMBA SECONDARY|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|43|HAMOONGA NCHIMUNYA MAGOYE KALAMA MALE KAUMBA SECONDARY|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|44|/CHEELO CLEOPATRA MAGOYE CHIVUNA FEMALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|45|CHIBABE PEGGY MAGOYE MBAYA FEMALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|46|"|MAINDA ETHEL MAGOYE CHIVUNA FEMALE 10 KAUMBA SECONDARY SCHOOL"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|47|/MAKONDO CHRISTINE MAGOYE CHIVUNA FEMALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|48|MALAMBO POLITNESS MAGOYE CHIVUNA FEMALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|49|MAYUMBA FRIDAH MAGOYE CHIVUNA FEMALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|50|MWEEMBA MUTINTA MAGOYE NGWEZI FEMALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|51|MWEENE CHILELEKO MAGOYE CHIVUNA FEMALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|52|MWEENE CLARA MAGOYE CHIVUNA FEMALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|53|SABBAU LYDIA MAGOYE NACHIPOMA FEMALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|54|CHEELO MAZUBA MAGOYE CHIVUNA MALE 10 KAUMBA SECONDARY SCHOOL S5 CHEELO PSALMS MAGOYE CHIVUNA MALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|56|HAL YABBILA NGANDU MAGOYE KALAMA MALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|57|HAMANYANGA MUDABUSI MAGOYE KALAMA MALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|58|HATWIKO MUTELO MAGOYE NGWEZI MALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|59|MAAMBO CORNWELL MAGOYE KALAMA MALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|60|MALAMBO DERICK MAGOYE CHIVUNA MALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|61|MALAMBO SMITH MAGOYE CHIVUNA MALE 10 KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|62|/MICHELO MAIMBO DANIEL MAGOYE CHIVUNA MALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|63|"|MOONO MILIMO MAGOYE NGWEZI MALE KAUMBA SECONDARY SCHOOL"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|64|"|MOOYA JOSEPH MAGOYE CHIVUNA MALE KAUMBA SECONDARY SCHOOL"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|65|MUNANGANDU ORIGINAL MAGOYE MUNJILE MALE KAUMBA SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|66|"|NGANDU NGANDU MAGOYE KALAMA MALE M KAUMBA SECONDARY SCHOOL"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|67|"|SIMONDA JOSEPH MAGOYE NGWEZI MALE 10 KAUMBA SECONDARY SCHOOL"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|68|RONICA CHEELO MAGOYE CHIVUNA FEMALE 10 KEEMBA HILL SECONDARY|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|69|MWAAMBA THOMAS MAGOYE NGWEZI MALE KEEMBA HILL SECONDARY SCHOOL|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|70|MUUNKA EARNEST MAGOYE MUSUMA MALE KEEMBA HILL SECONDARY SCHOOLMON; FEMALE BLA|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|71|/CHIBONGA MONALISA MAGOYE KALAMA LWANGWA BOARDING Paryostconakys SCF Jbli|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|72|"|MWEEMBA GIFT MAGOYE NACHIPOOMA MALE MAAMBA SELYOND SCHOQL MTT CO"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|73|"|MIYOBA CATHY NANG'ANDMAGOYE NGWEZI FEMALE 8 MACHA GIRLS SECONDARY SCHOQL JAN 2024 0 8 CLERK TOWN THE 670022, OF BoX OFFICE PO: MAZABUKA"|1|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|74|MWEEMBA LUYANDO STEPIMAGOYE NGWEZI FEMALE 10 MACHA GIRLS SECONDARY SCHOOL|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|75|STACY MWIINGA MAGOYE NGWEZI FEMALE MACHA GIRLS SECONDARY SCHOOL|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|76|KACHANA MILIMO SHALL YIMAGOYE KALAMA FEMALE 10 MACHA GIRLS SECONDARY SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|77|CHISENGELE CHOLA MAGOYE NGWEZI FEMALE 10 MACHA SECONDARY SCHOOL|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|78|/KAPELE SECILIA MAGOYE NGWEZI FEMALE MACHA SECONDARY SCHOOL|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|79|KAPUTO EMELIA MAGOYE NGWEZI FEMALE MACHA SECONDARY SCHOOL|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|80|MATOMOLA TECKSON MAGOYE NACHIPOMA MALE MAGOYE SECONDARY SCHOOL HAMAUNDU ESNART MAGOYE NACHIPOOMA FEMALE MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|82|HAMAUNDU HIMANANSA MAGOYE NACHIPOOMA FEMALE MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|83|HAMAUNDU MAKWEMBO MAGOYE NACHIPOOMA FEMALE MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|84|HANAMBE VERA MAGOYE ITEBE FEMALE 10 MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|85|"|MUTALE PAULINA MAGOYE NACHIPOOMA FEMALE MAKOYE SECONDARY"|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|86|CHISULO JAYSON MAGOYE ITEBE MALE 10 MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|87|HAMAUNDU DAVID MAGOYE NACHIPOOMA MALE MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|88|CHIKONYONA FINESS MAGOYE MWANACHINGW FEMALE 11 MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|89|HAMABILE NAOMI MAGOYE MWANACHINGW FEMALE 12 MAKOYE SECONDARY|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|90|CHUMA MONICA MAGOYE MWANACHINGW FEMALE 10 MAKOYE SECONDARY SCHOOL|2|ocr
CDF-2024-SUCCESSFUL-SECONDARY-SCHOOL-BURSARY-APPLICANTS-MAGOYE-CONSTITUENCY.pdf|2024|Magoye|secondary_school_bursary|91|KALALUKA GRACE MAGOYE MUSUMA FEMALE 8 MAKOYE SECONDARY SCHOOL|2|ocr
